EXPNUM,EXPRA,EXPDEC,EXPTIME,AIRMASS,BAND,NITE,MJD_OBS,FIELD,OBJECT,PROGRAM
827118,175.188,-23.2202,30.0,1.16,z,20190223,58538.348432,DEROSITAS,Tile 6917 Pass 2,derositas
827119,174.177,-24.7771,36.0,1.16,z,20190223,58538.3491179,DEROSITAS,Tile 6918 Pass 2,derositas
827123,173.223,-23.4571,83.0,1.19,z,20190223,58538.3528008,DEROSITAS,Tile 6927 Pass 2,derositas
827124,174.232,-21.906,80.0,1.2,z,20190223,58538.3540971,DEROSITAS,Tile 6926 Pass 2,derositas
827125,175.243,-20.4001,83.0,1.2,z,20190223,58538.3554281,DEROSITAS,Tile 6925 Pass 2,derositas
827126,173.293,-20.584,76.0,1.23,z,20190223,58538.356725,DEROSITAS,Tile 6936 Pass 2,derositas
827127,171.264,-23.6876,54.0,1.24,z,20190223,58538.3581208,DEROSITAS,Tile 6938 Pass 2,derositas
827130,170.346,-22.346,55.0,1.28,z,20190223,58538.3610418,DEROSITAS,Tile 6950 Pass 2,derositas
827132,175.275,-18.546,45.0,1.24,z,20190223,58538.3633122,DEROSITAS,Tile 6934 Pass 3,derositas
827133,176.275,-17.1065,48.0,1.25,z,20190223,58538.3641802,DEROSITAS,Tile 6933 Pass 3,derositas
827134,174.266,-20.0164,53.0,1.26,z,20190223,58538.3651243,DEROSITAS,Tile 6935 Pass 3,derositas
827136,172.323,-20.1918,60.0,1.3,z,20190223,58538.3669681,DEROSITAS,Tile 6948 Pass 3,derositas
827137,173.333,-18.6827,52.0,1.3,z,20190223,58538.3681153,DEROSITAS,Tile 6947 Pass 3,derositas
827138,174.337,-17.2064,48.0,1.3,z,20190223,58538.369038,DEROSITAS,Tile 6946 Pass 3,derositas
827139,175.332,-15.7571,54.0,1.3,z,20190223,58538.3699462,DEROSITAS,Tile 6945 Pass 3,derositas
827759,176.083,-18.149,90.0,1.03,i,20190225,58540.2773467,DELVE,DELVE field: 6934-01-i,delve-wide
827760,175.146,-16.81,90.0,1.04,i,20190225,58540.2787316,DELVE,DELVE field: 6946-01-i,delve-wide
827761,178.066,-15.292,90.0,1.04,i,20190225,58540.2802536,DELVE,DELVE field: 6932-01-i,delve-wide
827804,179.026,-16.655,90.0,1.14,i,20190225,58540.3402538,DELVE,DELVE field: 6922-01-i,delve-wide
827805,180.0,-18.025,90.0,1.13,i,20190225,58540.341617,DELVE,DELVE field: 6913-01-i,delve-wide
827806,175.006,-22.451,90.0,1.16,i,20190225,58540.3430972,DELVE,DELVE field: 6926-01-i,delve-wide
828861,176.294,-16.1624,90.0,1.07,g,20190228,58543.2947892,DELVE,DELVE field: 6933-02-g,delve-wide
828862,175.301,-17.6031,90.0,1.07,g,20190228,58543.2961562,DELVE,DELVE field: 6934-02-g,delve-wide
828863,174.299,-19.075,90.0,1.08,g,20190228,58543.2976568,DELVE,DELVE field: 6935-02-g,delve-wide
828864,175.243,-20.4001,90.0,1.07,g,20190228,58543.2990253,DELVE,DELVE field: 6925-02-g,delve-wide
828865,176.205,-21.7204,90.0,1.06,g,20190228,58543.3003957,DELVE,DELVE field: 6916-02-g,delve-wide
828866,175.188,-23.2202,90.0,1.06,g,20190228,58543.3019126,DELVE,DELVE field: 6917-02-g,delve-wide
828867,176.162,-24.5255,90.0,1.06,g,20190228,58543.303289,DELVE,DELVE field: 6910-02-g,delve-wide
828868,174.177,-24.7771,90.0,1.07,g,20190228,58543.3046748,DELVE,DELVE field: 6918-02-g,delve-wide
828874,178.185,-24.3635,90.0,1.07,g,20190228,58543.3130208,DELVE,DELVE field: 6903-02-g,delve-wide
828875,177.184,-23.0399,90.0,1.08,g,20190228,58543.3143889,DELVE,DELVE field: 6909-02-g,delve-wide
828876,179.206,-22.9713,90.0,1.07,g,20190228,58543.3157536,DELVE,DELVE field: 12974-02-g,delve-wide
828877,180.228,-24.3632,90.0,1.06,g,20190228,58543.3171371,DELVE,DELVE field: 12992-02-g,delve-wide
831597,178.413,-17.385,40.0,1.07,g,20190309,58552.1748172,PALS,PALS NEO CONFIRM C042611,NEO
831598,178.472,-17.3505,40.0,1.07,r,20190309,58552.1756413,PALS,PALS NEO CONFIRM C042611,NEO
831599,178.456,-17.4413,40.0,1.07,i,20190309,58552.1764307,PALS,PALS NEO CONFIRM C042611,NEO
831600,178.464,-17.3949,40.0,1.07,g,20190309,58552.177231,PALS,PALS NEO CONFIRM C042611,NEO
831601,178.434,-17.4197,40.0,1.07,r,20190309,58552.1780501,PALS,PALS NEO CONFIRM C042611,NEO
831602,178.445,-17.4566,40.0,1.07,i,20190309,58552.1788499,PALS,PALS NEO CONFIRM C042611,NEO
831603,178.437,-17.437,40.0,1.07,g,20190309,58552.1796465,PALS,PALS NEO CONFIRM C042611,NEO
831604,178.433,-17.4447,40.0,1.06,r,20190309,58552.1804514,PALS,PALS NEO CONFIRM C042611,NEO
831605,178.433,-17.4406,40.0,1.06,i,20190309,58552.1812516,PALS,PALS NEO CONFIRM C042611,NEO
831606,178.42,-17.4649,40.0,1.06,g,20190309,58552.1820451,PALS,PALS NEO CONFIRM C042611,NEO
831607,178.493,-17.4538,40.0,1.06,r,20190309,58552.1828272,PALS,PALS NEO CONFIRM C042611,NEO
831608,178.485,-17.4247,40.0,1.06,i,20190309,58552.1836242,PALS,PALS NEO CONFIRM C042611,NEO
831609,178.422,-17.4449,40.0,1.06,g,20190309,58552.1844159,PALS,PALS NEO CONFIRM C042611,NEO
831610,178.45,-17.4458,40.0,1.06,r,20190309,58552.1852116,PALS,PALS NEO CONFIRM C042611,NEO
831611,178.456,-17.4471,40.0,1.06,i,20190309,58552.1860174,PALS,PALS NEO CONFIRM C042611,NEO
831612,178.413,-17.385,40.0,1.05,g,20190309,58552.1868202,PALS,PALS NEO CONFIRM C042611,NEO
831613,178.472,-17.3505,40.0,1.05,r,20190309,58552.1876106,PALS,PALS NEO CONFIRM C042611,NEO
831614,178.456,-17.4413,40.0,1.05,i,20190309,58552.1883971,PALS,PALS NEO CONFIRM C042611,NEO
831615,178.464,-17.3949,40.0,1.05,g,20190309,58552.1891851,PALS,PALS NEO CONFIRM C042611,NEO
831616,178.434,-17.4197,40.0,1.05,r,20190309,58552.1899836,PALS,PALS NEO CONFIRM C042611,NEO
831617,178.445,-17.4566,40.0,1.05,i,20190309,58552.1907877,PALS,PALS NEO CONFIRM C042611,NEO
831618,178.437,-17.437,40.0,1.05,g,20190309,58552.1915858,PALS,PALS NEO CONFIRM C042611,NEO
831619,178.433,-17.4447,40.0,1.05,r,20190309,58552.192397,PALS,PALS NEO CONFIRM C042611,NEO
831620,178.433,-17.4406,40.0,1.05,i,20190309,58552.1931966,PALS,PALS NEO CONFIRM C042611,NEO
831621,178.42,-17.4649,40.0,1.04,g,20190309,58552.1939954,PALS,PALS NEO CONFIRM C042611,NEO
831622,178.493,-17.4538,40.0,1.04,r,20190309,58552.1948056,PALS,PALS NEO CONFIRM C042611,NEO
831623,178.485,-17.4247,40.0,1.04,i,20190309,58552.1956112,PALS,PALS NEO CONFIRM C042611,NEO
831624,178.422,-17.4449,40.0,1.04,g,20190309,58552.1964037,PALS,PALS NEO CONFIRM C042611,NEO
831625,178.45,-17.4458,40.0,1.04,r,20190309,58552.1972028,PALS,PALS NEO CONFIRM C042611,NEO
831626,178.456,-17.4471,40.0,1.04,i,20190309,58552.1980021,PALS,PALS NEO CONFIRM C042611,NEO
850350,177.881,-16.097,30.0,1.15,r,20190426,58600.0150253,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850353,176.763,-15.0403,30.0,1.14,r,20190426,58600.0175159,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850355,178.999,-17.1592,30.0,1.14,r,20190426,58600.0195046,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850356,180.117,-18.2276,30.0,1.14,r,20190426,58600.0201878,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850366,177.881,-16.097,50.0,1.11,z,20190426,58600.0309802,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850369,176.763,-15.0403,50.0,1.1,z,20190426,58600.0341961,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850371,178.999,-17.1592,50.0,1.09,z,20190426,58600.0366646,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850372,180.117,-18.2276,50.0,1.09,z,20190426,58600.0375827,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850376,180.544,-21.0573,30.0,1.07,r,20190426,58600.0422597,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850383,177.19,-17.8188,30.0,1.05,r,20190426,58600.0523195,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850385,178.308,-18.8912,30.0,1.05,r,20190426,58600.0542249,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850388,179.426,-19.9706,30.0,1.04,r,20190426,58600.0597388,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850390,176.072,-16.7528,30.0,1.04,r,20190426,58600.0622423,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850402,180.544,-21.0573,50.0,1.02,z,20190426,58600.077098,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850405,179.69,-15.4433,30.0,1.04,r,20190426,58600.0807428,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850409,177.19,-17.8188,50.0,1.02,z,20190426,58600.0849199,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850411,178.308,-18.8912,50.0,1.02,z,20190426,58600.0866064,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850414,179.426,-19.9706,50.0,1.02,z,20190426,58600.0927071,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850416,176.072,-16.7528,50.0,1.03,z,20190426,58600.0965575,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850431,179.69,-15.4433,50.0,1.04,z,20190426,58600.1182054,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850434,174.954,-15.6927,30.0,1.06,r,20190426,58600.1246033,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
850460,174.954,-15.6927,50.0,1.15,z,20190426,58600.1651946,ToO_2019-04-26-15:21:55_rz_int,ToO_2019-04-26-15:21:55_rz_integrated_40s_2am_2019-04-26-22:45:04_2&,GROWTH DECam GW
859717,170.507,-17.4989,221.0,1.09,z,20190518,58622.0742508,DEROSITAS,Tile 6976 Pass 3,derositas
859718,170.398,-20.3828,223.0,1.08,z,20190518,58622.0772111,DEROSITAS,Tile 6962 Pass 3,derositas
859739,170.279,-23.2787,166.0,1.12,z,20190518,58622.0959229,DEROSITAS,Tile 6950 Pass 3,derositas
859740,171.2,-24.6227,199.0,1.12,z,20190518,58622.0981818,DEROSITAS,Tile 6938 Pass 3,derositas
862490,173.223,-23.4571,90.0,1.12,g,20190605,58640.0526287,DELVE,DELVE field: 6927-02-g,delve-wide
862491,174.232,-21.906,90.0,1.12,g,20190605,58640.0539989,DELVE,DELVE field: 6926-02-g,delve-wide
862492,173.293,-20.584,90.0,1.14,g,20190605,58640.0553794,DELVE,DELVE field: 6936-02-g,delve-wide
862493,172.368,-19.2541,90.0,1.16,g,20190605,58640.0567448,DELVE,DELVE field: 6948-02-g,delve-wide
862494,171.363,-20.7945,90.0,1.16,g,20190605,58640.0581204,DELVE,DELVE field: 6949-02-g,delve-wide
862495,170.346,-22.346,90.0,1.17,g,20190605,58640.0595688,DELVE,DELVE field: 6950-02-g,delve-wide
862496,171.264,-23.6876,90.0,1.16,g,20190605,58640.0609512,DELVE,DELVE field: 6938-02-g,delve-wide
862504,173.223,-23.4571,90.0,1.19,g,20190605,58640.0720954,DELVE,DELVE field: 6927-02-g,delve-wide
862506,172.368,-19.2541,90.0,1.23,g,20190605,58640.0748905,DELVE,DELVE field: 6948-02-g,delve-wide
862507,176.251,-18.9384,90.0,1.19,g,20190605,58640.0763932,DELVE,DELVE field: 6924-02-g,delve-wide
862508,177.217,-20.2739,90.0,1.18,g,20190605,58640.0777598,DELVE,DELVE field: 6915-02-g,delve-wide
862509,179.206,-20.2283,90.0,1.16,g,20190605,58640.079125,DELVE,DELVE field: 12979-02-g,delve-wide
862900,174.065,-21.128,90.0,1.01,i,20190606,58640.9604874,DELVE,DELVE field: 6936-01-i,delve-wide
862920,170.455,-19.4498,90.0,1.05,g,20190606,58641.004475,DELVE,DELVE field: 6962-02-g,delve-wide
862921,171.456,-17.9143,90.0,1.05,g,20190606,58641.0058425,DELVE,DELVE field: 6961-02-g,delve-wide
862922,170.555,-16.5657,90.0,1.06,g,20190606,58641.0072135,DELVE,DELVE field: 6976-02-g,delve-wide
862926,171.544,-15.0542,90.0,1.08,g,20190606,58641.0127247,DELVE,DELVE field: 6975-02-g,delve-wide
862927,172.451,-16.403,90.0,1.07,g,20190606,58641.0141051,DELVE,DELVE field: 6960-02-g,delve-wide
862928,173.369,-17.7429,90.0,1.06,g,20190606,58641.0154834,DELVE,DELVE field: 6947-02-g,delve-wide
862929,174.365,-16.2649,90.0,1.06,g,20190606,58641.0168516,DELVE,DELVE field: 6946-02-g,delve-wide
862930,177.249,-17.5109,90.0,1.05,g,20190606,58641.0182314,DELVE,DELVE field: 6923-02-g,delve-wide
862931,178.219,-18.8635,90.0,1.04,g,20190606,58641.0195959,DELVE,DELVE field: 6914-02-g,delve-wide
862932,179.206,-17.4773,90.0,1.04,g,20190606,58641.0209781,DELVE,DELVE field: 6913-02-g,delve-wide
862933,178.234,-16.1075,90.0,1.06,g,20190606,58641.0223509,DELVE,DELVE field: 6922-02-g,delve-wide
862934,180.177,-16.1072,90.0,1.05,g,20190606,58641.0237331,DELVE,DELVE field: 13070-02-g,delve-wide
863368,170.433,-15.746,90.0,1.03,i,20190607,58641.9541526,DELVE,DELVE field: 6992-01-i,delve-wide
863369,171.324,-17.106,90.0,1.03,i,20190607,58641.9555401,DELVE,DELVE field: 6976-01-i,delve-wide
863370,172.226,-18.456,90.0,1.02,i,20190607,58641.9569101,DELVE,DELVE field: 6961-01-i,delve-wide
863371,173.139,-19.797,90.0,1.02,i,20190607,58641.9583144,DELVE,DELVE field: 6948-01-i,delve-wide
863372,174.145,-18.287,90.0,1.02,i,20190607,58641.9597068,DELVE,DELVE field: 6947-01-i,delve-wide
863373,173.226,-16.946,90.0,1.03,i,20190607,58641.9611117,DELVE,DELVE field: 6960-01-i,delve-wide
863846,175.077,-19.62,90.0,1.02,i,20190608,58642.9521979,DELVE,DELVE field: 6935-01-i,delve-wide
863847,175.243,-20.4001,90.0,1.02,i,20190608,58642.9535796,DELVE,DELVE field: 6925-02-i,delve-wide
863848,173.293,-20.584,90.0,1.02,i,20190608,58642.9549693,DELVE,DELVE field: 6936-02-i,delve-wide
863849,174.232,-21.906,90.0,1.01,i,20190608,58642.9563343,DELVE,DELVE field: 6926-02-i,delve-wide
863850,175.188,-23.2202,90.0,1.01,i,20190608,58642.9577166,DELVE,DELVE field: 6917-02-i,delve-wide
863851,174.177,-24.7771,90.0,1.01,i,20190608,58642.9590787,DELVE,DELVE field: 6918-02-i,delve-wide
865271,179.206,-22.9713,142.0,1.01,z,20190622,58656.9531344,DEROSITAS,Tile 12974 Pass 2,derositas
865288,178.992,-22.162,30.0,1.03,r,20190622,58656.9815122,DEROSITAS,Tile 6908 Pass 3,derositas
872519,171.2,-24.6227,99.0,1.17,z,20190711,58675.9661702,DEROSITAS,Tile 6938 Pass 3,derositas
872520,173.173,-24.3966,136.0,1.16,z,20190711,58675.9676502,DEROSITAS,Tile 6927 Pass 3,derositas
872524,175.153,-24.163,30.0,1.16,z,20190711,58675.9735606,DEROSITAS,Tile 6917 Pass 3,derositas
872525,174.192,-22.8473,125.0,1.18,z,20190711,58675.9742328,DEROSITAS,Tile 6926 Pass 3,derositas
872526,173.25,-21.5236,115.0,1.2,z,20190711,58675.9760307,DEROSITAS,Tile 6936 Pass 3,derositas
872527,171.409,-18.8499,126.0,1.25,z,20190711,58675.9776949,DEROSITAS,Tile 6961 Pass 3,derositas
872528,172.413,-17.3409,92.0,1.26,z,20190711,58675.9794831,DEROSITAS,Tile 6960 Pass 3,derositas
872529,171.506,-15.99,100.0,1.29,z,20190711,58675.9808855,DEROSITAS,Tile 6975 Pass 3,derositas
872537,175.213,-21.343,148.0,1.26,z,20190711,58675.9940444,DEROSITAS,Tile 6925 Pass 3,derositas
872538,176.205,-21.7204,157.0,1.26,z,20190711,58675.9960849,DEROSITAS,Tile 6916 Pass 3,derositas
872539,177.2,-21.2189,30.0,1.26,z,20190711,58675.9982223,DEROSITAS,Tile 6915 Pass 3,derositas
872540,178.19,-22.5602,138.0,1.24,z,20190711,58675.9989003,DEROSITAS,Tile 6908 Pass 3,derositas
872541,177.164,-23.9849,120.0,1.26,z,20190711,58676.0009196,DEROSITAS,Tile 6909 Pass 3,derositas
872547,179.201,-23.9173,190.0,1.28,z,20190711,58676.0111013,DEROSITAS,Tile 12974 Pass 3,derositas
872549,180.228,-24.3632,140.0,1.29,z,20190711,58676.0155967,DEROSITAS,Tile 12992 Pass 2,derositas
873031,175.153,-24.163,30.0,1.11,z,20190713,58677.952973,DEROSITAS,Tile 6917 Pass 3,derositas
873032,177.2,-21.2189,30.0,1.11,z,20190713,58677.9536961,DEROSITAS,Tile 6915 Pass 3,derositas
873058,175.153,-24.163,30.0,1.23,z,20190713,58677.985263,DEROSITAS,Tile 6917 Pass 3,derositas
873059,177.2,-21.2189,30.0,1.22,z,20190713,58677.9859515,DEROSITAS,Tile 6915 Pass 3,derositas
916637,180.194,-19.8094,107.0,1.37,z,20191211,58829.3445406,DEROSITAS,Tile 13038 Pass 3,derositas
925869,172.319,-15.596,90.0,1.05,i,20200121,58870.3719251,DELVE,DELVE field: 6975-01-i,delve-wide
925870,172.451,-16.403,90.0,1.05,i,20200121,58870.3732991,DELVE,DELVE field: 6960-02-i,delve-wide
